date,cash,positions_value,total_equity,day_pnl,day_pnl_pct,benchmark_value
2026-02-25,6756.95,2921.72,9678.67,0.0,0.0,2665.34
2026-03-01,58879.72,40849.11,99728.83,90050.16,930.4,3575.27
