ticker,shares,avg_cost_basis,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,stop_loss,take_profit,entry_date,sector,price_high,day_change,day_change_pct
ARLP,181,27.24,27.5,4977.5,47.06,0.95,25.88,32.69,2026-03-09,Energy,27.5,19.91,0.4
ATO,25,185.24,184.48,4611.88,-19.12,-0.41,175.98,222.29,2026-03-09,Utilities,185.24,25.88,0.56
FE,96,50.96,50.53,4850.88,-41.28,-0.84,48.41,61.15,2026-03-09,Utilities,50.96,-12.48,-0.26
VMD,533,9.29,9.09,4844.97,-106.6,-2.15,8.83,11.15,2026-03-09,Healthcare,9.5,-218.53,-4.32
MRVL,52,92.65,90.93,4728.35,-89.45,-1.86,88.02,111.18,2026-03-09,Technology,93.3,-123.25,-2.54
EXC,60,49.14,48.95,2937.0,-11.4,-0.39,46.68,58.97,2026-03-09,Utilities,49.14,-3.6,-0.12
AWK,20,137.73,133.47,2669.4,-85.2,-3.09,130.84,165.28,2026-03-09,Utilities,137.73,12.6,0.47
