ticker,shares,avg_cost_basis,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,stop_loss,take_profit,entry_date,day_change,day_change_pct
OII,2714,33.15,38.54,104597.56,14628.46,16.26,30.829499999999996,39.779999999999994,2026-02-16,3582.48,3.55
TALO,6859,13.12,13.06,89612.83,-377.25,-0.42,12.2016,15.743999999999998,2026-02-16,-514.43,-0.57
TDW,900,69.93,79.08,71176.5,8239.5,13.09,65.03490000000001,83.91600000000001,2026-02-16,157.5,0.22
