ticker,shares,avg_cost_basis,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,stop_loss,take_profit,entry_date,day_change,day_change_pct
OII,2714,33.15,33.15,89969.1,0.0,0.0,30.829499999999996,39.779999999999994,2026-02-16,2469.74,2.82
TALO,6859,13.12,13.12,89990.08,-0.0,-0.0,12.2016,15.743999999999998,2026-02-16,3566.68,4.13
TDW,1287,69.93,69.93,89999.91,0.0,0.0,65.03490000000001,83.91600000000001,2026-02-16,3024.45,3.48
