date,cash,positions_value,total_equity,day_pnl,day_pnl_pct,benchmark_value
2026-04-02,195939.62,303331.2,499270.82,0.0,0.0,6582.69
2026-04-03,195939.62,303091.69,499031.31,-239.51,-0.05,6582.69
2026-04-06,195939.62,303731.01,499670.63,639.32,0.13,13.14
