ticker,shares,avg_cost_basis,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,stop_loss,take_profit,entry_date,sector,price_high,day_change,day_change_pct
XOM,312,160.345,162.33,50646.96,619.32,1.24,146.13,184.58,2026-04-02,Energy,162.33,107.64,0.22
V,23,300.065,303.44,6979.12,77.62,1.12,270.24,360.31,2026-04-02,Financial Services,303.44,16.91,0.24
JNJ,201,245.515,240.89,48418.89,-929.62,-1.88,224.77,278.47,2026-04-02,Healthcare,245.53,-497.47,-1.01
CAT,58,726.76,716.04,41530.32,-621.76,-1.48,655.07,829.07,2026-04-02,Industrials,726.76,-553.32,-1.31
TJX,280,161.075,161.98,45354.4,253.4,0.56,146.6,183.5,2026-04-02,Consumer Cyclical,161.98,60.2,0.13
KLAC,28,1517.225,1529.97,42839.02,356.72,0.84,1365.08,1750.63,2026-04-02,Technology,1529.97,-10.78,-0.03
BMY,556,59.48,58.93,32765.08,-305.8,-0.92,53.85,68.17,2026-04-02,Healthcare,59.6,66.72,0.2
JPM,119,293.92,295.77,35197.22,220.74,0.63,267.29,335.37,2026-04-02,Financial Services,295.77,80.92,0.23
