ticker,shares,avg_cost_basis,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,stop_loss,take_profit,entry_date,sector,price_high,day_change,day_change_pct
RES,1502,7.31,7.31,10979.62,0.0,0.0,6.43,12.06,2026-03-29,Energy,7.31,0.0,0.0
PTEN,947,11.39,11.39,10786.33,0.0,0.0,10.03,18.79,2026-03-29,Energy,11.39,0.0,0.0
