date,cash,positions_value,total_equity,day_pnl,day_pnl_pct,benchmark_value
2026-03-31,1000000.0,0.0,1000000.0,0.0,0.0,6528.52
2026-04-01,1000000.0,0.0,1000000.0,0.0,0.0,6567.08
