ticker,shares,avg_cost_basis,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,stop_loss,take_profit,entry_date,day_change,day_change_pct
MPC,409,195.29,195.29,79873.61,-0.0,-0.0,175.76,234.35,2026-02-24,1010.22,1.28
ETR,760,105.2,105.2,79952.0,-0.0,-0.0,94.68,126.24,2026-02-24,250.8,0.31
