date,cash,positions_value,total_equity,day_pnl,day_pnl_pct,benchmark_value
2026-03-31,353115.0,640148.0,993263.0,0.0,0.0,6528.52
2026-04-01,55111.31,913337.99,968449.3,-24813.7,-2.5,6575.32
2026-04-02,233419.97,753013.91,986433.88,17984.58,1.86,6582.69
2026-04-03,233419.97,754756.05,988176.02,1742.14,0.18,19.9
2026-04-06,446709.47,541978.36,988687.83,511.81,0.05,635.61
