ticker,shares,avg_cost_basis,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,stop_loss,take_profit,entry_date,day_change,day_change_pct
MPC,204,195.29,195.29,39839.16,-0.0,-0.0,187.48,234.35,2026-02-24,503.88,1.28
KMI,1225,32.69,32.69,40045.25,-0.0,-0.0,31.38,39.23,2026-02-24,-12.25,-0.03
