date,cash,positions_value,total_equity,day_pnl,day_pnl_pct,benchmark_value
2026-03-09,187389.63,312217.2,499606.83,0.0,0.0,49.14
2026-03-10,187389.63,312496.44,499886.07,279.24,0.06,24.95
