transaction_id,date,ticker,action,shares,price,total_value,stop_loss,take_profit,reason,regime_at_entry,composite_score,factor_scores,signal_rank
94ea1291,2026-03-05,DOV,BUY,173,215.64,37305.72,202.7,258.77,SIGNAL,SIDEWAYS,54.8,"{""momentum"": 51.7, ""volatility"": 69.1, ""volume"": 49.4, ""relative_strength"": 47.9, ""mean_reversion"": 74.9, ""rsi"": 30.0, ""composite"": 54.8}",
99d58bf6,2026-03-05,TMO,BUY,72,518.89,37360.08,487.76,622.67,SIGNAL,SIDEWAYS,57.8,"{""momentum"": 27.9, ""volatility"": 69.2, ""volume"": 43.4, ""relative_strength"": 38.7, ""mean_reversion"": 99.4, ""rsi"": 70.0, ""composite"": 57.8}",
2fd8e943,2026-03-05,MU,BUY,150,397.05,59557.5,373.23,476.46,SIGNAL,SIDEWAYS,52.6,"{""momentum"": 67.8, ""volatility"": 11.4, ""volume"": 47.9, ""relative_strength"": 58.7, ""mean_reversion"": 88.8, ""rsi"": 55.0, ""composite"": 52.6}",
SELL_CIVI_2026-03-05,2026-03-05,CIVI,SELL,1024,27.38,28037.12,0.0,0.0,MANUAL,,,{},
a478eb0d,2026-03-05,CIVI,BUY,1024,27.38,28037.12,25.74,32.86,SIGNAL,SIDEWAYS,68.6,"{""momentum"": 47.8, ""volatility"": 52.7, ""volume"": 100, ""relative_strength"": 52.2, ""mean_reversion"": 90.4, ""rsi"": 90.0, ""composite"": 68.6}",
SELL_CIVI_2026-03-05,2026-03-05,CIVI,SELL,1024,27.38,28037.12,0.0,0.0,MANUAL,,,{},
9a35d382,2026-03-06,LPX,SELL,337,78.48,26447.76,,,STOP_LOSS,,,,
4103b778,2026-03-06,LRCX,SELL,125,209.57,26196.25,,,STOP_LOSS,,,,
fd035094,2026-03-06,PM,SELL,336,167.86,56400.96,,,STOP_LOSS,,,,
636ae9bd,2026-03-06,EME,SELL,18,709.56,12772.08,,,MANUAL,,,,
90be004a,2026-03-06,HAYW,SELL,1564,15.05,23538.2,,,MANUAL,,,,
ffa0b627,2026-03-06,SJM,SELL,348,109.45,38088.6,,,MANUAL,,,,
8bed6f7b,2026-03-06,CIVI,BUY,1225,27.38,33540.5,25.74,32.86,SIGNAL,SIDEWAYS,70.5,"{""momentum"": 47.8, ""volatility"": 52.7, ""volume"": 100, ""relative_strength"": 66.1, ""mean_reversion"": 90.4, ""rsi"": 90.0, ""composite"": 70.5}",
SELL_CIVI_2026-03-06,2026-03-06,CIVI,SELL,1225,27.38,33540.5,0.0,0.0,MANUAL,,,{},
2adc914a,2026-03-06,CIVI,BUY,1134,27.38,31048.92,25.74,32.86,SIGNAL,SIDEWAYS,70.5,"{""momentum"": 47.8, ""volatility"": 52.7, ""volume"": 100, ""relative_strength"": 66.1, ""mean_reversion"": 90.4, ""rsi"": 90.0, ""composite"": 70.5}",
8e95e445,2026-03-06,SJM,BUY,236,109.33,25801.88,102.77,131.2,SIGNAL,SIDEWAYS,62.3,"{""momentum"": 57.5, ""volatility"": 62.3, ""volume"": 36.3, ""relative_strength"": 65.9, ""mean_reversion"": 95.8, ""rsi"": 55.0, ""composite"": 62.3}",
SELL_CIVI_2026-03-06,2026-03-06,CIVI,SELL,1134,27.38,31048.92,0.0,0.0,MANUAL,,,{},
