date,cash,positions_value,total_equity,day_pnl,day_pnl_pct,benchmark_value
2026-03-03,569020.58,432790.38,1001810.96,0.0,0.0,82.66
2026-03-04,195301.79,808953.82,1004255.61,2444.65,0.24,26.01
2026-03-05,61078.49,936341.44,997419.93,-6835.68,-0.68,26.59
2026-03-06,268768.14,626779.4,895547.54,-101872.39,-10.21,11.76
