ticker,shares,avg_cost_basis,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,stop_loss,take_profit,entry_date,day_change,day_change_pct
CRGY,2109,11.375,11.32,23884.42,-105.45,-0.44,10.47,13.65,2026-03-04,-105.45,-0.44
CW,33,703.345,704.36,23244.04,33.66,0.15,647.08,844.01,2026-03-04,33.66,0.15
EOG,190,126.23,125.6,23864.0,-119.7,-0.5,116.13,151.48,2026-03-04,-119.7,-0.5
GILD,120,148.23,148.48,17817.0,29.4,0.17,136.37,177.88,2026-03-04,29.4,0.17
