ticker,shares,avg_cost_basis,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,stop_loss,take_profit,entry_date,day_change,day_change_pct
ETR,950,105.2,105.2,99940.0,-0.0,-0.0,99.94,126.24,2026-02-24,313.49,0.31
NEE,732,95.68,95.68,70037.76,0.0,0.0,90.9,114.82,2026-02-24,1185.84,1.72
