date,cash,positions_value,total_equity,day_pnl,day_pnl_pct,benchmark_value
2026-03-04,4719.49,5302.72,10022.21,0.0,0.0,75.32
2026-03-05,3586.19,6432.47,10018.66,-3.55,-0.04,80.46
2026-03-06,3586.19,6475.24,10061.43,42.77,0.43,6740.02
2026-03-08,3586.19,6475.24,10061.43,0.0,0.0,7.46
2026-03-09,3586.19,6431.16,10017.35,-44.08,-0.44,6795.99
