date,cash,positions_value,total_equity,day_pnl,day_pnl_pct,benchmark_value
2026-04-06,305004.24,694946.48,999950.72,0.0,0.0,6611.83
2026-04-07,305004.24,700292.93,1005297.17,5346.45,0.53,6611.83
