ticker,shares,avg_cost_basis,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,stop_loss,take_profit,entry_date,day_change,day_change_pct
MPC,2048,195.29,193.22,395714.56,-4239.36,-1.06,179.67,234.35,2026-02-24,-4239.34,-1.06
ETR,3802,105.2,105.93,402726.86,2756.46,0.69,96.78,126.24,2026-02-24,2756.47,0.69
NEE,4180,95.68,95.21,397976.55,-1965.85,-0.49,88.03,114.82,2026-02-24,-1965.85,-0.49
INTC,6500,46.12,46.65,303238.0,3458.0,1.15,42.43,55.34,2026-02-24,3458.01,1.15
ILMN,3800,105.2,122.97,467286.0,67526.0,16.89,96.78,126.24,2026-02-24,266.0,0.06
