date,cash,positions_value,total_equity,day_pnl,day_pnl_pct,benchmark_value
2026-02-24,3100593.28,1966666.7,5067259.98,0.0,0.0,6890.07
2026-02-25,3100593.28,1966941.97,5067535.25,275.27,0.01,6940.47
