date,cash,positions_value,total_equity,day_pnl,day_pnl_pct,benchmark_value
2026-02-26,194025.46,305974.54,500000.0,0.0,0.0,6908.86
2026-02-28,275.38,502559.66,502835.04,2835.04,0.57,6878.88
2026-03-01,1985.88,500849.16,502835.04,0.0,0.0,6878.88
2026-03-02,1985.88,504845.58,506831.46,3996.42,0.79,6881.62
2026-03-03,56345.88,443385.97,499731.85,-7099.61,-1.4,6816.63
2026-03-04,56345.88,441059.42,497405.3,-2326.55,-0.47,185.89
2026-03-05,56345.88,435976.89,492322.77,-5082.53,-1.02,80.46
2026-03-06,56345.88,432735.01,489080.89,-3241.88,-0.66,131.87
