date,cash,positions_value,total_equity,day_pnl,day_pnl_pct,benchmark_value
2026-02-26,500000.0,0.0,500000.0,0.0,0.0,6908.86
2026-02-27,47440.0,452437.94,499877.94,-122.06,-0.02,6844.1
2026-02-28,47440.0,456382.83,503822.83,3944.89,0.79,6878.88
