date,cash,positions_value,total_equity,day_pnl,day_pnl_pct,benchmark_value
2026-03-06,314234.56,181670.61,495905.17,-1467.4,0.0,6740.02
2026-03-08,315701.96,181670.61,497372.57,-0.0,-0.0,30.09
2026-03-09,276549.06,219669.44,496218.5,-1154.07,-0.23,6795.99
