ticker,shares,avg_cost_basis,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,stop_loss,take_profit,entry_date,day_change,day_change_pct
APA,1975,30.37,30.37,59980.75,0.0,0.0,28.24,36.44,2026-03-01,0.0,0.0
FTAI,196,305.8,305.8,59936.8,-0.0,-0.0,284.39,366.96,2026-03-01,-0.0,-0.0
MIDD,355,168.86,168.86,59945.3,0.0,0.0,157.04,202.63,2026-03-01,0.0,0.0
MTZ,201,298.02,298.02,59902.02,-0.0,-0.0,277.16,357.62,2026-03-01,-0.0,-0.0
SJM,517,115.95,115.95,59946.15,-0.0,-0.0,107.83,139.14,2026-03-01,-0.0,-0.0
BKR,920,65.26,65.26,60039.2,0.0,0.0,60.69,78.31,2026-03-01,0.0,0.0
CRGY,3859,11.66,11.66,44995.94,-0.0,-0.0,10.84,13.99,2026-03-01,-0.0,-0.0
EXC,500,49.47,49.47,24735.0,0.0,0.0,46.01,59.36,2026-03-01,0.0,0.0
