ticker,shares,avg_cost_basis,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,stop_loss,take_profit,entry_date,day_change,day_change_pct
CAKE,124,64.34,65.7,8146.8,168.64,2.11,59.84,77.21,2026-02-24,168.64,2.11
NOG,294,27.18,26.43,7770.42,-220.5,-2.76,25.28,32.62,2026-02-24,-220.5,-2.76
LBRT,200,28.24,28.08,5616.0,-32.0,-0.57,26.26,33.89,2026-02-24,-32.0,-0.57
TDW,100,79.43,78.89,7889.26,-53.74,-0.68,73.87,95.32,2026-02-24,-53.74,-0.68
FELE,35,98.92,99.53,3483.38,21.18,0.61,92.0,118.7,2026-02-24,21.18,0.61
NBTB,110,45.06,45.03,4953.3,-3.3,-0.07,41.91,54.07,2026-02-25,121.0,2.5
FWRD,25,193.18,25.0,625.0,-4204.5,-87.06,179.66,231.82,2026-02-25,-35.75,-5.41
