date,cash,positions_value,total_equity,day_pnl,day_pnl_pct,benchmark_value
2026-02-24,58988.27,41011.73,100000.0,0.0,0.0,2652.33
2026-02-25,57191.62,38484.16,95675.78,-4324.22,-4.32,65.77
