transaction_id,date,ticker,action,shares,price,total_value,stop_loss,take_profit,reason,regime_at_entry,composite_score,factor_scores,signal_rank
98d6c4c6,2026-02-26,CMS,BUY,321,77.05,24733.05,71.66,92.46,SIGNAL,BULL,67.4,"{""momentum"": 72.2, ""volatility"": 80.4, ""volume"": 45.3, ""relative_strength"": 71.6, ""mean_reversion"": 78.6, ""rsi"": 55.0, ""composite"": 67.4}",
351bf0d7,2026-02-26,FHN,BUY,100,24.91,2491.0,23.17,29.89,SIGNAL,BULL,65.0,"{""momentum"": 60.2, ""volatility"": 69.4, ""volume"": 38.2, ""relative_strength"": 52.9, ""mean_reversion"": 97.4, ""rsi"": 90.0, ""composite"": 65.0}",
SELL_FHN_2026-02-26,2026-02-26,FHN,SELL,100,24.91,2491.0,0.0,0.0,MANUAL,,,{},
SELL_EOG_2026-02-26,2026-02-26,EOG,SELL,653,121.13,79097.89,0.0,0.0,MANUAL,,,{},
04dce0e6,2026-02-26,DTE,BUY,336,146.59,49254.24,136.33,175.91,SIGNAL,BULL,66.6,"{""momentum"": 75.1, ""volatility"": 79.4, ""volume"": 36.0, ""relative_strength"": 70.5, ""mean_reversion"": 77.3, ""rsi"": 55.0, ""composite"": 66.6}",
8ae8a427,2026-02-27,EXC,BUY,400,48.8,19520.0,45.38,58.56,SIGNAL,BULL,66.1,"{""momentum"": 73.5, ""volatility"": 72.5, ""volume"": 42.6, ""relative_strength"": 72.6, ""mean_reversion"": 71.1, ""rsi"": 55.0, ""composite"": 66.1}",
411d012d,2026-02-27,EOG,BUY,1,122.29,122.29,113.73,146.75,SIGNAL,BULL,71.0,"{""momentum"": 71.2, ""volatility"": 64.4, ""volume"": 44.1, ""relative_strength"": 70.5, ""mean_reversion"": 80.9, ""rsi"": 90.0, ""composite"": 71.0}",
181f9d58,2026-02-27,FTAI,BUY,16,317.24,5075.84,295.03,380.69,SIGNAL,BULL,68.4,"{""momentum"": 96.4, ""volatility"": 34.5, ""volume"": 63.4, ""relative_strength"": 89.1, ""mean_reversion"": 39.7, ""rsi"": 35.0, ""composite"": 68.4}",
23a9174c,2026-02-28,ATO,BUY,1,184.93,184.93,171.98,221.92,SIGNAL,BULL,59.8,"{""momentum"": 77.6, ""volatility"": 80.5, ""volume"": 25.1, ""relative_strength"": 77.4, ""mean_reversion"": 73.6, ""rsi"": 10.0, ""composite"": 59.8}",
e70ee2b9,2026-02-28,SAIA,BUY,8,402.51,3220.08,374.33,483.01,SIGNAL,BULL,80.4,"{""momentum"": 95.7, ""volatility"": 38.0, ""volume"": 36.0, ""relative_strength"": 98.4, ""mean_reversion"": 85.3, ""rsi"": 90.0, ""composite"": 80.4}",
972e1dc7,2026-02-28,REGN,BUY,2,781.67,1563.34,726.95,938.0,SIGNAL,BULL,67.1,"{""momentum"": 60.7, ""volatility"": 63.7, ""volume"": 43.4, ""relative_strength"": 61.8, ""mean_reversion"": 96.2, ""rsi"": 90.0, ""composite"": 67.1}",
21bf12a0,2026-02-28,NUVB,BUY,2,5.91,11.82,5.5,7.09,SIGNAL,BULL,62.6,"{""momentum"": 55.1, ""volatility"": 13.4, ""volume"": 45.2, ""relative_strength"": 80.2, ""mean_reversion"": 79.4, ""rsi"": 90.0, ""composite"": 62.6}",
SELL_NUVB_2026-03-01,2026-03-01,NUVB,SELL,2,5.91,11.82,0.0,0.0,MANUAL,,,{},
88bfa2ea,2026-03-01,RCL,SELL,255,310.96,79294.8,,,MANUAL,,,,
2e36dc2d,2026-03-01,MIDD,BUY,470,168.86,79364.2,157.04,202.63,SIGNAL,BULL,78.5,"{""momentum"": 91.8, ""volatility"": 57.0, ""volume"": 65.1, ""relative_strength"": 85.1, ""mean_reversion"": 73.3, ""rsi"": 75.0, ""composite"": 78.5}",
5fb1c52d,2026-03-01,COP,BUY,100,113.46,11346.0,105.52,136.15,SIGNAL,BULL,71.1,"{""momentum"": 83.8, ""volatility"": 59.5, ""volume"": 41.6, ""relative_strength"": 72.5, ""mean_reversion"": 76.4, ""rsi"": 75.0, ""composite"": 71.1}",
SELL_COP_2026-03-01,2026-03-01,COP,SELL,100,113.46,11346.0,0.0,0.0,MANUAL,,,{},
