date,cash,positions_value,total_equity,day_pnl,day_pnl_pct,benchmark_value
2026-02-26,432147.89,567852.11,1000000.0,0.0,0.0,6908.86
2026-02-28,166730.14,837936.35,1004666.49,4666.49,0.47,6878.88
2026-03-01,6354.26,998312.23,1004666.49,-0.0,-0.0,6878.88
