ticker,shares,avg_cost_basis,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,stop_loss,take_profit,entry_date,day_change,day_change_pct
APA,59,30.37,30.37,1791.83,0.0,0.0,28.85,36.44,2026-03-01,0.0,0.0
CRGY,154,11.66,11.66,1795.64,-0.0,-0.0,11.08,13.99,2026-03-01,-0.0,-0.0
MTDR,35,51.4,51.4,1799.0,0.0,0.0,48.83,61.68,2026-03-01,0.0,0.0
MPC,6,198.21,198.21,1189.26,0.0,0.0,188.3,237.85,2026-03-01,0.0,0.0
NOG,45,27.59,27.59,1241.55,0.0,0.0,26.21,33.11,2026-03-01,0.0,0.0
PCG,94,19.0,19.0,1786.0,0.0,0.0,18.05,22.8,2026-03-01,0.0,0.0
EXC,2,49.47,49.47,98.94,0.0,0.0,47.0,59.36,2026-03-01,0.0,0.0
SRE,18,96.27,96.27,1732.86,-0.0,-0.0,91.46,115.52,2026-03-01,-0.0,-0.0
