ticker,shares,avg_cost_basis,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,stop_loss,take_profit,entry_date,sector,price_high,day_change,day_change_pct
MRK,305,118.61,116.8,35624.0,-552.05,-1.53,100.61,142.33,2026-03-10,Healthcare,118.61,-88.45,-0.25
EGP,248,192.87,190.63,47276.24,-555.52,-1.16,163.94,231.33,2026-03-10,Real Estate,193.41,-133.92,-0.28
OCS,1491,28.66,27.21,40570.11,-2161.95,-5.06,24.34,34.39,2026-03-10,Healthcare,29.01,-2147.04,-5.03
IVA,5819,6.66,6.64,38638.16,-116.38,-0.3,5.67,7.99,2026-03-10,Healthcare,6.66,349.14,0.91
PRAX,151,318.41,303.77,45869.27,-2210.64,-4.6,270.65,382.08,2026-03-10,Healthcare,318.41,-927.14,-1.98
UVSP,1513,33.82,32.71,49490.23,-1679.43,-3.28,28.73,40.57,2026-03-10,Financial Services,33.82,-832.15,-1.65
RY,746,167.095,165.87,123739.02,-913.85,-0.73,146.2,200.51,2026-03-10,Financial Services,167.09,343.15,0.28
TRMK,1491,42.19,41.16,61369.56,-1535.73,-2.44,36.92,50.63,2026-03-10,Financial Services,42.19,-745.5,-1.2
UFCS,347,37.53,36.9,12806.03,-216.88,-1.67,32.9,45.03,2026-03-10,Financial Services,37.53,-39.91,-0.31
