date,cash,positions_value,total_equity,day_pnl,day_pnl_pct,benchmark_value
2026-04-06,700986.71,298995.29,999982.0,0.0,0.0,2540.64
2026-04-07,700986.71,298773.9,999760.61,-221.39,-0.02,58.53
