ticker,shares,avg_cost_basis,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,stop_loss,take_profit,entry_date,sector,price_high,day_change,day_change_pct
ECPG,900,72.53,71.81,64629.0,-648.0,-0.99,59.5,115.0,2026-04-06,Financial Services,72.53,-18.0,-0.03
JILL,2199,11.24,11.4,25068.6,351.84,1.42,8.98,18.91,2026-04-06,Consumer Cyclical,11.4,0.0,0.0
UFCS,1400,37.61,37.61,52654.0,0.0,0.0,31.5,55.0,2026-04-06,Financial Services,37.61,0.0,0.0
DLNG,6983,4.27,4.27,29817.41,0.0,0.0,3.31,7.52,2026-04-06,Energy,4.27,0.0,0.0
LPG,1200,34.5,34.72,41664.0,264.0,0.64,28.0,52.0,2026-04-06,Energy,34.72,0.0,0.0
DCOM,884,34.41,34.34,30357.97,-60.47,-0.2,28.04,50.66,2026-04-06,Financial Services,34.41,0.0,0.0
VPG,441,46.12,46.12,20338.92,0.0,0.0,36.98,76.14,2026-04-06,Technology,46.12,0.0,0.0
HRMY,1223,28.12,28.0,34244.0,-146.76,-0.43,22.47,42.49,2026-04-06,Healthcare,28.12,0.0,0.0
