date,cash,positions_value,total_equity,day_pnl,day_pnl_pct,benchmark_value
2026-02-11,3946.1,47206.55,51152.65,0.0,0.0,2669.47
2026-02-16,8216.52,42877.11,51093.63,-59.02,-0.12,2646.7
2026-02-26,3097.57,48543.43,51641.0,547.37,1.07,2677.29
