ticker,shares,avg_cost_basis,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,stop_loss,take_profit,entry_date,day_change,day_change_pct
APA,790,30.37,30.37,23992.3,0.0,0.0,28.55,36.44,2026-03-01,0.0,0.0
BKR,367,65.26,65.26,23950.42,0.0,0.0,61.34,78.31,2026-03-01,0.0,0.0
COP,211,113.46,113.46,23940.06,-0.0,-0.0,106.65,136.15,2026-03-01,-0.0,-0.0
CRGY,2058,11.66,11.66,23996.28,-0.0,-0.0,10.96,13.99,2026-03-01,-0.0,-0.0
SJM,206,115.95,115.95,23885.7,-0.0,-0.0,108.99,139.14,2026-03-01,-0.0,-0.0
ETR,115,107.11,107.11,12317.65,0.0,0.0,100.68,128.53,2026-03-01,0.0,0.0
PKG,103,232.14,232.14,23910.42,-0.0,-0.0,218.21,278.57,2026-03-01,-0.0,-0.0
