date,cash,positions_value,total_equity,day_pnl,day_pnl_pct,benchmark_value
2026-02-24,281996.3,718003.7,1000000.0,0.0,0.0,6890.07
2026-02-25,242267.99,752712.08,994980.07,-5019.93,-0.5,6941.82
